validation_pair_id,evidence_source,condition_group,disease_local_global_id,disease_label,disease_mesh,drug_local_id,drug_name,drugbank_id,gene_symbols,gene_entrez_ids,pool_rows,evidence_classification,condition_match_kind,supporting_record_ids,supporting_phases,supporting_statuses,source_urls,manual_reason,automatic_trial_count,hanami_prefilter_median_top_percent
aa579a5431c0a3310369,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,608,amiodarone,DB01118,PPARG; ADRB1,5468; 153,419;6804,phase2_3_registry_match,exact_or_named_subtype,NCT00000609,PHASE3,,,,1,14.2
64872a890c0c5803f2cf,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,496,aspirin,DB00945,PTGS2; PTGS1; PRKAG2,5743; 5742; 51422,7404;11689;35225,phase2_3_registry_match,exact_or_named_subtype,NCT00007683,PHASE3,,,,1,5.231
22c89e4a68e45a080daa,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,458,conivaptan,DB00872,AVPR2,554,28320,phase2_3_registry_match,exact_or_named_subtype,NCT00057356;NCT00843986,PHASE2;PHASE3,,,,2,30.891
2726a8354184be12131b,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,684,dexamethasone,DB01234,4306; NOS2,4306; 4843,26131;44963,phase2_3_registry_match,exact_or_named_subtype,NCT05809011,PHASE2|PHASE3,,,,1,6.519
407132837b6ee217e386,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,35,esmolol,DB00187,ADRB1,153,148,phase2_3_registry_match,exact_or_named_subtype,NCT06522594,PHASE2,,,,1,23.255
4034227f48326acc04bf,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,1052,indacaterol,DB05039,ADRB1,153,657,phase2_3_registry_match,exact_or_named_subtype,NCT02598505,PHASE3,,,,1,23.05
3f052fcaf54db9bfab9a,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,82,metoprolol,DB00264,ADRB1,153,176,phase2_3_registry_match,exact_or_named_subtype,NCT01434134,PHASE2,,,,1,25.406
f4d8874705a98efac77a,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,896,mirabegron,DB08893,ADRB1; ADRB3,153; 155,587;27278,phase2_3_registry_match,exact_or_named_subtype,NCT01876433;NCT02775539;NCT03926754,PHASE2;PHASE2|PHASE3,,,,3,22.369
46a44aa83ff9f6aed4f7,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,790,nebivolol,DB04861,ADRB1,153,548,phase2_3_registry_match,exact_or_named_subtype,NCT01648634,PHASE3,,,,1,26.81
025341e0ca9d9a9b5b47,automatic_phase2_3,cardiovascular_hypertensive,94,Heart Failure,D006333,297,testosterone,DB00624,4306,4306,44887,phase2_3_registry_match,exact_or_named_subtype,NCT00957034;NCT01469988,PHASE2,,,,2,18.223
7b6bc726eeb50159296a,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,1134,L-Arginine,DB00125,NOS2,4843,26187,phase2_3_registry_match,exact_or_named_subtype,NCT00137124;NCT00571766;NCT00974714,PHASE2|PHASE3;PHASE3,,,,3,25.926
25d4afdf2ccaf7f36d6c,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,316,Magnesium Sulfate,DB00653,CACNA1C; CACNA2D1,775; 781,808;39946,phase2_3_registry_match,exact_or_named_subtype,NCT04898114,PHASE1|PHASE2,,,,1,13.096
1ce618e3cac763984dfc,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,364,Nitroglycerin,DB00727,NPR1,4881,7810,phase2_3_registry_match,exact_or_named_subtype,NCT00093886,PHASE3,,,,1,48.845
68463817643c168e3ab0,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,598,Sibutramine,DB01105,SLC6A2,6530,38933,phase2_3_registry_match,exact_or_named_subtype,NCT00679653,PHASE3,,,,1,17.914
f809a09c218b718fa77f,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,832,Sitaxentan,DB06268,EDNRA,1909,24972,phase2_3_registry_match,exact_or_named_subtype,NCT01204853;NCT01210443,PHASE3,,,,2,31.378
54c4b2ca6fb19b469eb8,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,562,Thalidomide,DB01041,TNF; FGFR2,7124; 2263,14034;25590,phase2_3_registry_match,exact_or_named_subtype,NCT00787436,PHASE3,,,,1,2.972
9fcf766430d6d11ddc42,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,539,albuterol,DB01001,ADRB1,153,388,phase2_3_registry_match,exact_or_named_subtype,NCT02108743;NCT03270332,PHASE2,,,,2,12.143
cb0bc8945e73659fdc37,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,496,aspirin,DB00945,TP53; EDNRA,7157; 1909,4749;24966,phase2_3_registry_match,exact_or_named_subtype,NCT00059306;NCT00105209;NCT00384865,PHASE2;PHASE3,,,,3,13.678
fc682569b6fe151f5547,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,99,atomoxetine,DB00289,SLC6A2,6530,38793,phase2_3_registry_match,exact_or_named_subtype,NCT04905979,PHASE2,,,,1,15.558
095bde91264cb148d3d7,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,1181,benzbromarone,DB12319,ABCC1,4363,36783,phase2_3_registry_match,exact_or_named_subtype,NCT02790450,PHASE2,,,,1,50.184
08e59f1dc1be3c4c409b,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,219,brimonidine,DB00484,ADRA2A,150,32411,phase2_3_registry_match,exact_or_named_subtype,NCT00168363,PHASE3,,,,1,19.149
6d69a1e67192a71f4cef,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,1184,candesartan,DB13919,AGTR1,185,28541,phase2_3_registry_match,exact_or_named_subtype,NCT00150631;NCT00282178;NCT00605072;NCT00644475;NCT01984164;NCT03640312,PHASE2;PHASE3,,,,6,23.431
6d9771cfc3609a1179fd,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,25,cholecalciferol,DB00169,VDR,7421,20720,phase2_3_registry_match,exact_or_named_subtype,NCT01166165;NCT03070483,PHASE2,,,,2,10.954
5b3e80ae6abe79d1a91e,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,641,escitalopram,DB01175,SLC6A2,6530,38982,phase2_3_registry_match,exact_or_named_subtype,NCT00190333,PHASE3,,,,1,17.825
01c197fb7e9ff00f43f8,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,212,fluoxetine,DB00472,HTR2B,3357,39165,phase2_3_registry_match,exact_or_named_subtype,NCT00942708;NCT03638908,PHASE2,,,,2,13.838
e6192ca61382e402adc1,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,567,ibuprofen,DB01050,PLAT,5327,22560,phase2_3_registry_match,exact_or_named_subtype,NCT01988298,PHASE2|PHASE3,,,,1,35.403
6024cf2f0bb15616c8ae,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,802,iloperidone,DB04946,DRD2,1813,18848,phase2_3_registry_match,exact_or_named_subtype,NCT07090161,PHASE2,,,,1,7.266
82327cd4b249ade222a1,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,293,imatinib,DB00619,RET,5979,9268,phase2_3_registry_match,exact_or_named_subtype,NCT01117987;NCT01392469;NCT01392495,PHASE3,,,,3,22.295
9dbf344cbaf136b08189,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,909,macitentan,DB08932,EDNRA,1909,24978,phase2_3_registry_match,exact_or_named_subtype,NCT00667823;NCT01841762;NCT01847014;NCT02021292;NCT02060721;NCT02070991;NCT02081690;NCT02112487;NCT02558231;NCT02651272;NCT02932410;NCT03422328;NCT04271475;NCT05167825;NCT05179876,PHASE2;PHASE3,,,,15,38.58
49c6b4cac7e4b1e10156,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,576,melatonin,DB01065,HTR2B,3357,39197,phase2_3_registry_match,exact_or_named_subtype,NCT00238108;NCT01114360;NCT01114373;NCT05257291;NCT06685679,PHASE2;PHASE3,,,,5,13.231
e62280e6b9239152a838,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,66,milrinone,DB00235,PDE3A,5139,40160,phase2_3_registry_match,exact_or_named_subtype,NCT00819377;NCT02595541;NCT02951130,PHASE1|PHASE2;PHASE2,,,,3,23.998
40f986608503b2777a9c,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,547,minocycline,DB01017,MMP9; IL1B,4318; 3553,19792;34478,phase2_3_registry_match,exact_or_named_subtype,NCT02213575;NCT04478500,PHASE2;PHASE3,,,,2,20.47
1ad6e0085a72658108ed,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,896,mirabegron,DB08893,ADRB1,153,586,phase2_3_registry_match,exact_or_named_subtype,NCT02775539,PHASE2,,,,1,14.143
dc5af5355e86bdc5132b,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,145,norepinephrine,DB00368,ADRB1; ADRA2A,153; 150,212;32367,phase2_3_registry_match,exact_or_named_subtype,NCT07614438,PHASE2,,,,1,9.194
a3008fe7f288088288f8,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,386,potassium chloride,DB00761,SLC12A2,6558,17151,phase2_3_registry_match,exact_or_named_subtype,NCT00241839;NCT01074918;NCT02450773;NCT07238400,PHASE1|PHASE2;PHASE2;PHASE3,,,,4,28.721
a4cb74de1a3b6ec23b09,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,448,prednisolone,DB00860,NR3C1; 4306; SERPINA6,2908; 4306; 866,3001;40842;44931,phase2_3_registry_match,exact_or_named_subtype,NCT04005079,PHASE3,,,,1,2.955
27267dcd6fc2c5be465b,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,163,progesterone,DB00396,NR3C1; 4306; CYP17A1,2908; 4306; 1586,2779;41182;44841,phase2_3_registry_match,exact_or_named_subtype,NCT00000466,PHASE3,,,,1,6.265
6be32576930ac6a37bed,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,462,sirolimus,DB00877,MTOR,2475,6249,phase2_3_registry_match,exact_or_named_subtype,NCT01709136,PHASE2|PHASE3,,,,1,35.756
2146066970068a12f892,automatic_phase2_3,cardiovascular_hypertensive,93,Hypertension,D006973,165,sorafenib,DB00398,RET,5979,9245,phase2_3_registry_match,exact_or_named_subtype,NCT01714609,PHASE2,,,,1,22.964
4ef58a916bfbc41686dd,automatic_phase2_3,cardiovascular_hypertensive,90,Myocardial Infarction,D009203,1001,bivalirudin,DB00006,F2,2147,22464,phase2_3_registry_match,exact_or_named_subtype,NCT00433966;NCT02565147;NCT02897037,PHASE3,,,,3,31.206
d0fcf14d5ef0982df18d,automatic_phase2_3,cardiovascular_hypertensive,90,Myocardial Infarction,D009203,576,melatonin,DB01065,ESR1,2099,1718,phase2_3_registry_match,exact_or_named_subtype,NCT00640094,PHASE2,,,,1,21.254
452f01235482f5e60c52,automatic_phase2_3,cardiovascular_hypertensive,90,Myocardial Infarction,D009203,180,spironolactone,DB00421,4306,4306,44856,phase2_3_registry_match,exact_or_named_subtype,NCT01059136;NCT03048825,PHASE3,,,,2,27.27
743034e9b41254a340e0,automatic_phase2_3,cardiovascular_hypertensive,90,Myocardial Infarction,D009203,297,testosterone,DB00624,ESR1; 4306,2099; 4306,1488;44885,phase2_3_registry_match,exact_or_named_subtype,NCT02803073,PHASE2|PHASE3,,,,1,22.795
772d9c320d7d21e1604e,automatic_phase2_3,cardiovascular_hypertensive,90,Myocardial Infarction,D009203,49,ticlopidine,DB00208,64805,64805,44355,phase2_3_registry_match,exact_or_named_subtype,NCT00821834,PHASE3,,,,1,57.132
e881e9dface1cf523164,automatic_phase2_3,cardiovascular_hypertensive,17,Ventricular Fibrillation,D014693,1088,procainamide,DB01035,SCN5A; KCNH2,6331; 3757,17531;32205,phase2_3_registry_match,exact_or_named_subtype,NCT00000464;NCT00000518,PHASE3,,,,2,38.329
e7ebb1eb4b1fb48a5af5,automatic_phase2_3,cardiovascular_hypertensive,17,Ventricular Fibrillation,D014693,646,propafenone,DB01182,SCN5A; KCNH2,6331; 3757,17461;32088,phase2_3_registry_match,exact_or_named_subtype,NCT00000464,PHASE3,,,,1,47.066
a807841b839707baa6e5,automatic_phase2_3,cardiovascular_hypertensive,17,Ventricular Fibrillation,D014693,477,quinidine,DB00908,SCN5A,6331,32057,phase2_3_registry_match,exact_or_named_subtype,NCT00000464;NCT00000518;NCT05593757,PHASE2;PHASE3,,,,3,44.736
cc8409c9813a3eb3a81f,automatic_phase2_3,cardiovascular_hypertensive,17,Ventricular Fibrillation,D014693,322,verapamil,DB00661,SCN5A,6331,31979,phase2_3_registry_match,exact_or_named_subtype,NCT05593757,PHASE2,,,,1,38.198
14896a81570728205e9b,automatic_phase2_3,gynecologic_reproductive,1,Endometriosis,D004715,1057,letrozole,DB01006,CYP19A1,1588,43453,phase2_3_registry_match,exact_or_named_subtype,NCT00240942;NCT04002141;NCT07183787,PHASE2,,,,3,32.056
3f7a2c57b4f7be1ab79a,automatic_phase2_3,gynecologic_reproductive,1,Endometriosis,D004715,144,levonorgestrel,DB00367,PGR,5241,7058,phase2_3_registry_match,exact_or_named_subtype,NCT02203331;NCT02599077,PHASE2;PHASE2|PHASE3,,,,2,31.16
5c8d84612d349bd82f31,automatic_phase2_3,gynecologic_reproductive,1,Endometriosis,D004715,430,mifepristone,DB00834,NR3C1; PGR,2908; 5241,2956;7100,phase2_3_registry_match,exact_or_named_subtype,NCT02271958,PHASE2|PHASE3,,,,1,15.26
032e4d4fcc7222cc0076,automatic_phase2_3,gynecologic_reproductive,1,Endometriosis,D004715,617,pioglitazone,DB01132,MAOB,4129,41033,phase2_3_registry_match,exact_or_named_subtype,NCT01184144,PHASE2|PHASE3,,,,1,34.957
9b49bd5839e800c86318,automatic_phase2_3,gynecologic_reproductive,1,Endometriosis,D004715,217,raloxifene,DB00481,ESR2,2100,6293,phase2_3_registry_match,exact_or_named_subtype,NCT00001848,PHASE2,,,,1,33.214
333586821b633fe44af0,automatic_phase2_3,neurological_seizure,115,Epilepsy,D004827,337,Midazolam,DB00683,GABRB3; GABRD,2562; 2563,8321;24721,phase2_3_registry_match,exact_or_named_subtype,NCT02325583;NCT07095842,PHASE2|PHASE3;PHASE3,,,,2,18.25
19bc8662791536f5116d,automatic_phase2_3,neurological_seizure,115,Epilepsy,D004827,760,Nitrazepam,DB01595,GABRB3; GABRD; SCN1A,2562; 2563; 6323,8413;24827;31777,phase2_3_registry_match,exact_or_named_subtype,NCT00004758,PHASE2,,,,1,18.624
f004944a41a15ac15aa2,automatic_phase2_3,neurological_seizure,115,Epilepsy,D004827,418,biperiden,DB00810,CHRM1; CHRM2; CHRNA2,1128; 1129; 1135,35698;41565;46489,phase2_3_registry_match,exact_or_named_subtype,NCT04945213,PHASE3,,,,1,11.976
75897ecdbe774a065d7b,automatic_phase2_3,neurological_seizure,115,Epilepsy,D004827,215,chlorpromazine,DB00477,CHRM1,1128,41500,phase2_3_registry_match,exact_or_named_subtype,NCT05431595,PHASE2|PHASE3,,,,1,8.424
4a002bc790b9de2b2eab,automatic_phase2_3,neurological_seizure,115,Epilepsy,D004827,427,diazepam,DB00829,GABRD; GABRB3,2563; 2562,8351;24757,phase2_3_registry_match,exact_or_named_subtype,NCT00004297;NCT01417078;NCT02904265;NCT05361447,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,,,,4,14.956
0d3b6a38a830e383eba9,automatic_phase2_3,neurological_seizure,115,Epilepsy,D004827,212,fluoxetine,DB00472,CHRNA2,1135,46475,phase2_3_registry_match,exact_or_named_subtype,NCT02929667,PHASE2,,,,1,38.394
603cfaaaa9c0c6157b2e,automatic_phase2_3,neurological_seizure,115,Epilepsy,D004827,229,haloperidol,DB00502,GRIN2B,2904,20857,phase2_3_registry_match,exact_or_named_subtype,NCT05431595,PHASE2|PHASE3,,,,1,27.852
0fade3cb0882464a8347,automatic_phase2_3,neurological_seizure,115,Epilepsy,D004827,647,naloxone,DB01183,OPRD1,4985,4090,phase2_3_registry_match,exact_or_named_subtype,NCT02332447,PHASE3,,,,1,23.405
0a893b8a6984b3bd9669,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,337,Midazolam,DB00683,GABRA1; GABRB3; 2566; GABRA5; GABRD,2554; 2562; 2566; 2558; 2563,8320;24720;33773;42999;45223,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT00326612;NCT04926844;NCT05779657;NCT07095842,PHASE2;PHASE2|PHASE3,,,,4,10.79
f0041db366ffca092fe0,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,760,Nitrazepam,DB01595,GABRA1; 2566; GABRB3; GABRD; GABRA5; SCN1A,2554; 2566; 2562; 2563; 2558; 6323,8412;24826;31775;33982;43072;45321,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT00004758,PHASE2,,,,1,10.673
075d6d644d867f1d0455,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,496,aspirin,DB00945,PTGS2,5743,11693,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT03356769,PHASE2,,,,1,2.559
ed288a3e14114c3fb22f,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,468,bumetanide,DB00887,SLC12A1,6557,43757,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT01434225,PHASE1|PHASE2,,,,1,38.837
e58b4770c40930e022f4,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,212,fluoxetine,DB00472,CHRNA2,1135,46474,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT02929667,PHASE2,,,,1,38.024
947c06f6ee5ce876818e,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,567,ibuprofen,DB01050,PTGS2,5743,12058,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT03399318,PHASE2,,,,1,2.955
e46969b56a50d4d74d2e,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,647,naloxone,DB01183,OPRM1,4988,28932,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT02332447,PHASE3,,,,1,18.099
f3433878f9d5a1316061,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,1091,propofol,DB00818,GABRA1; 2566; GABRB3; GABRA5; GABRD; SCN2A,2554; 2566; 2562; 2558; 2563; 6326,8483;24914;34109;43117;45392;45844,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT00265616,PHASE3,,,,1,10.339
d25ee58e2404f8480638,automatic_phase2_3,neurological_seizure,112,Seizures,D012640,86,topiramate,DB00273,GABRA1; 2566; GABRB3; GABRD; GABRA5; SCN1A; SCN10A; SCN2A; SCN8A,2554; 2566; 2562; 2563; 2558; 6323; 6336; 6326; 6334,8231;24606;31665;33573;36254;42935;45115;45427;45754,phase2_3_registry_match,broader_narrower_seizure_spectrum,NCT00113815;NCT00210574;NCT00230698;NCT00231556;NCT00236418;NCT00236691;NCT00236704;NCT00236730;NCT00236743;NCT00236756;NCT00236847;NCT00236860;NCT00236873;NCT00236886;NCT00266591;NCT00563459,PHASE2;PHASE3,,,,16,6.949
0ae39bd475701b526e58,automatic_phase2_3,neurological_seizure,113,Status Epilepticus,D013226,640,Phenobarbital,DB01174,GABRA1; GRIA2,2554; 2891,25057;33908,phase2_3_registry_match,exact_or_named_subtype,NCT02726867;NCT03025906;NCT03650270,PHASE2;PHASE3,,,,3,19.508
fbd0c9bef9f2623734d2,automatic_phase2_3,neurological_seizure,113,Status Epilepticus,D013226,109,Valproic Acid,DB00313,SCN2A; SCN1A; SCN8A; ALDH5A1,6326; 6323; 6334; 7915,31685;36272;39838;45768,phase2_3_registry_match,exact_or_named_subtype,NCT01960075,PHASE3,,,,1,28.882
c639d444189805d423ca,automatic_phase2_3,neurological_seizure,113,Status Epilepticus,D013226,578,clonazepam,DB01068,GABRA1,2554,33883,phase2_3_registry_match,exact_or_named_subtype,NCT01870024,PHASE3,,,,1,22.856
7f484d20548b81164901,automatic_phase2_3,neurological_seizure,113,Status Epilepticus,D013226,1056,lacosamide,DB06218,SCN1A; SCN2A; SCN8A,6323; 6326; 6334,31825;36374;45838,phase2_3_registry_match,exact_or_named_subtype,NCT02726867,PHASE3,,,,1,39.213
ff1ae5f29774337be85c,automatic_phase2_3,neurological_seizure,113,Status Epilepticus,D013226,661,levetiracetam,DB01202,SCN1A,6323,31756,phase2_3_registry_match,exact_or_named_subtype,NCT01960075;NCT02726867;NCT04926844;NCT07046611,PHASE2;PHASE2|PHASE3;PHASE3,,,,4,36.27
7a6e7019c40e91cdae51,automatic_phase2_3,neurological_seizure,113,Status Epilepticus,D013226,1168,perampanel,DB08883,GRIA2,2891,25076,phase2_3_registry_match,exact_or_named_subtype,NCT06401707,PHASE2,,,,1,52.041
58055359cb6258148006,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,249,5-fluorouracil,DB00544,TYMS,7298,36882,phase2_3_registry_match,exact_or_named_subtype,NCT05489211,PHASE2,,,,1,12.673
ba804aaa049661fd8a2e,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,1097,Rofecoxib,DB00533,PTGS2,5743,12842,phase2_3_registry_match,exact_or_named_subtype,NCT00060476,PHASE3,,,,1,5.128
715aab84fbe786edc684,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,1098,Rosiglitazone,DB00412,PPARA,5465,4251,phase2_3_registry_match,exact_or_named_subtype,NCT00182052,PHASE3,,,,1,19.859
da24b79797d43c86c5fb,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,562,Thalidomide,DB01041,PTGS2,5743,11985,phase2_3_registry_match,exact_or_named_subtype,NCT00001446;NCT00004635;NCT00020046;NCT00038181;NCT00038246;NCT00046826;NCT00083005;NCT00089609;NCT00307294;NCT00400517;NCT00450008,PHASE1|PHASE2;PHASE2;PHASE3,,,,11,3.027
5835d4ae9448405d70e9,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,496,aspirin,DB00945,PTGS2; TP53,5743; 7157,4741;11681,phase2_3_registry_match,exact_or_named_subtype,NCT02420652,PHASE2,,,,1,2.067
460eaf2ffecfc77d2f4c,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,582,atorvastatin,DB01076,AHR,196,20214,phase2_3_registry_match,exact_or_named_subtype,NCT01821404;NCT02497638;NCT03819101;NCT03830164;NCT05404139;NCT05796973,PHASE2;PHASE3,,,,6,32.969
a5f475dc14f804452aee,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,13,calcitriol,DB00136,VDR,7421,20677,phase2_3_registry_match,exact_or_named_subtype,NCT00043576;NCT00273338;NCT00383487,PHASE2;PHASE2|PHASE3;PHASE3,,,,3,18.805
1f14884e650e01471a43,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,596,capecitabine,DB01101,TYMS,7298,36924,phase2_3_registry_match,exact_or_named_subtype,NCT00006023;NCT00124566;NCT00151047;NCT00258284;NCT05489211,PHASE2,,,,5,19.086
a5e2c0865662a9986a6a,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,619,carvedilol,DB01136,ADRB2; VEGFA,154; 7422,22176;26666,phase2_3_registry_match,exact_or_named_subtype,NCT02944201,PHASE2,,,,1,3.57
8be019991bb4637af5aa,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,218,celecoxib,DB00482,PTGS2,5743,10769,phase2_3_registry_match,exact_or_named_subtype,NCT00022399;NCT00073970;NCT00080782;NCT00136487;NCT00215345;NCT00218205;NCT00268476;NCT01220973;NCT02840162,PHASE2;PHASE2|PHASE3,,,,9,5.366
e5c5e7c6a8d80da284e2,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,25,cholecalciferol,DB00169,VDR,7421,20715,phase2_3_registry_match,exact_or_named_subtype,NCT01325311;NCT02726113;NCT04621500,PHASE2,,,,3,13.991
eb6b9c7bbcc3bc09dfcc,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,243,ciprofloxacin,DB00537,TOP2A,7153,22322,phase2_3_registry_match,exact_or_named_subtype,NCT02252978;NCT03862170,PHASE2;PHASE3,,,,2,12.616
52ad7a74f576bab1400e,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,241,cyclophosphamide,DB00531,CYP3A4; CYP2C19; CYP2A6,1576; 1557; 1548,33156;34684;40197,phase2_3_registry_match,exact_or_named_subtype,NCT00005960;NCT00176605;NCT00753220;NCT01093183;NCT01420965;NCT01496131;NCT01696877;NCT03514836;NCT06236139,PHASE1|PHASE2;PHASE2,,,,9,8.602
438a41a01bad3de4973f,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,905,dabrafenib,DB08912,BRAF,673,9611,phase2_3_registry_match,exact_or_named_subtype,NCT02465060,PHASE2,,,,1,23.918
2902a3fe8bfd8d3ae1bd,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,684,dexamethasone,DB01234,NR3C1,2908,3124,phase2_3_registry_match,exact_or_named_subtype,NCT00006002;NCT00024167;NCT00054522;NCT00060398;NCT00084864;NCT00176293;NCT00288080;NCT00316927;NCT00427999;NCT00473512;NCT00524589;NCT01036594;NCT01188187;NCT01250717;NCT02047253;NCT02649790;NCT02709889;NCT03834506;NCT04907227;NCT06136624;NCT06136650;NCT06353386;NCT06616597,PHASE1|PHASE2;PHASE2;PHASE3,,,,23,1.608
d808d98f90f9afc64f43,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,536,doxorubicin,DB00997,TOP2A,7153,22361,phase2_3_registry_match,exact_or_named_subtype,NCT00176293;NCT02494713;NCT02560051,PHASE2,,,,3,9.121
f4d61d7ea6d98d3650a6,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,196,epirubicin,DB00445,TOP2A,7153,22309,phase2_3_registry_match,exact_or_named_subtype,NCT00218205,PHASE2,,,,1,16.051
2b4bf9f3ebcafe9c3114,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,1036,exemestane,DB00990,CYP19A1,1588,43434,phase2_3_registry_match,exact_or_named_subtype,NCT00031889;NCT06630325,PHASE2,,,,2,26.671
afcf3e97407b8cb02119,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,1045,fulvestrant,DB00947,ESR1,2099,2187,phase2_3_registry_match,exact_or_named_subtype,NCT00217464;NCT00244998;NCT00476645;NCT04606446;NCT07288359;NCT07570966,PHASE1|PHASE2;PHASE2,,,,6,8.044
831e9b9346a027abf9ca,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,193,gemcitabine,DB00441,TYMS,7298,36867,phase2_3_registry_match,exact_or_named_subtype,NCT00115635;NCT02538432;NCT06630325,PHASE1|PHASE2;PHASE2,,,,3,16.176
178bf46fc06f5f42913f,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,372,hydrocortisone,DB00741,NR3C1,2908,2929,phase2_3_registry_match,exact_or_named_subtype,NCT00181597;NCT00859781;NCT00895310;NCT00953576;NCT01036594;NCT06136624;NCT06136650,PHASE1|PHASE2;PHASE2;PHASE3,,,,7,1.627
90db5324162ae855c937,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,567,ibuprofen,DB01050,PTGS2; PPARA; BCL2,5743; 5465; 596,3448;4190;12045,phase2_3_registry_match,exact_or_named_subtype,NCT03493945,PHASE1|PHASE2,,,,1,2.307
